10735,1550155
13701,2106941
16492
16518
16679,1323330
17418,2272835
26050,617336,680433,1054212,2231337
27026,401495
33654,789898,1446463
33938,2016646
34055,408473
37205,1409120
40237
42939,1989529
45446
49451,89979,402013,455925,569748,664860,680433,842195,867339,914945,916072,946894,947863,995477,1054212,1068003
50387
55461,575603
55795,1505761
56167,1856430
58373,2023272
63615,1919055,1998568
65902,667190
66021
66400,178501
67096,449760
69419,1702481,2019854
70989
71451,1011579
72774,1346505
73402,1616871
74285
75305,536855
76515,1602722
77838
78602,1351778
81016,321232
81309,1079474
82062,325032
84404,486389
87814,462591,777652
88739
89390
49451,89979,207571,265987,402013,422175,455925,569748,664860,680433,842195,867339,870574,914945,916072,946894,947863,995477,1054212,1068003,1286408,1500076,1584174,1615516,1621433,1644975,1729161,1905629,1945312,1970413,2055568,2118314,2125978,2138632,2231337,2234575,2237488,2270777,2285400
90027
91001,1555154
95331,1047523
97652,430863,1206613
100517,518012,702548,716942,860719,972669,1076106,1109242,1416222,1497050,1583390,1657229,1791954,1970884,1975166
100556,1688847
101204,586885
101391,1845656
101809,149993,516391
102234,868401
102584,200351,225465,265987,664860,799041,817824,971885,995477,1081598,1393257,1729161,2138632
104289,1269118,1451674,1582468
105330,256776,1337107
106074,451736
106710,2179515
107471,200351,282446,329564,375807,402583,573071,847662,867339,905250,929713,952983,971885,1003819,1068003,1142014,1299230,1393257,1545355,1621433,1813783,1813901,1858731,1926537,1989529,2056923,2075123
107513,1227909
107824
108186,809780
108649,1070793
108927,872378
109265,605767
110841,768490
111408,1443651
112037,129728,197051,568286,899177,1132143,1239306,1496779
112150,217379
112286,555268
112357,490787,2175503
113860
114333,1133199
114444,1993491
114812
115089
116169,451736
117779,124963
118368,1950628
118529,1955813
118583,862323,883266,885389,1285890
118695,164878
121416,999084
122243,160666,771175
122266,1912883
122728,158477
122826,561631
123699,2197679
123976,382446,402583,449760,513365,610296,678994,683039
124573,210881
117779,124963
125137,1051712,1069020
125539,606344
125764,443719
126132,324095,2156372
126588,1520535,1770687
127526,161137
112037,129728
131073,1939738
132077,1443651
133488,1337986
134106
135565,992910
135592,682655
136182,1479627
136427,265987,867339,1081598,1186016,1211735,1615516,2055568,2217839
139339,266031,722034
139406,1151158
139873,1450822,1977126
140376,1569903
140740,200351,207571,265987,388070,422175,455925,569748,722040,842195,905250,914945,928430,933296,946894,995477,1068003,1075383,1081598,1161546,1362652,1500076,1522249,1614647,1615516,1629511,1644975,1757800,1905629,1938396,1945312,1970413,2055568,2075123,2109414,2118314,2138632,2189205,2234575,2262933,2285400
140957,177978
141436,2259629
141635
143021,2007476
143083,884919
143123,807988
143192,1600385
144905
148294,1226428
149104,1093203
101809,149993
150057
150077,454484
150374,816033
150375,1289552
151242,415795
152835,2286449
153793,200351,207571,265987,282446,402013,422175,455925,569748,626713,664860,680433,722040,842195,870574,905250,914945,916072,946894,947863,995477,1054212,1161546,1286408,1354890,1500076,1584174,1614647,1615516,1629511,1905629,1938396,1945312,1970413,2055568,2118314,2234575,2285400
154921,1763104
155835,1747847
156234,1757800
156592,431049,843166,1302421
157001
157130,346762,358751,1197563
157543,1678961
157934,368483
158261
158304,1570713,1783565
158390,1403480
122728,158477
158751,499579,1325007,1329042,2007443
159413
160545,427145,958665,1186016,1545355
122243,160666,771175
127526,161137
162295,175259,876274
162685,342110,888768
163571,1443651
164509
118695,164878,1169698
165116,1513268
165233,2244202
166493,555760,1080521,1104938,1874365
166516,382446,1186016
166544
166684,1964088
167058,2060805
167883
168207
168641,195605
169779,1861820
171200,669190
171221,2176903
172351,200351,253146,282446,329564,375807,402583,573071,701071,847662,905250,929713,952983,971885,1003819,1142014,1299230,1393257,1545355,1621433,1813783,1813901,1858731,1926537,2056923,2075123,2125978
172800,1185418
174108,786781
174732
174983,1128040,1235495
162295,175259,1108014,1461097,1911193
176364,2150236
177013,685487
177661,225465,617336,680433,881940,947863,1054212
177665,225465,617336,1054212,2231337
177673,225465,617336,680433,881940,947863,1054212
140957,177978,400959,461938,746880,845408,1583143
66400,178501,568286,881158,1095809,1223438,1239306,1393257,1496779,1643950,1753166,1992335
178914,1060510,1747877,2276495
179195,1016681
179530,1314166,1739751
179674,376112
179974,1519847
180197,2141002
180300,336207,1478328,1738179
180333
180447,1808121
183003,1449611
183382
184600,1887588
185447,1645664,1659394
189885,2259318
189901,536341,1012223,1409120
190390,1762539,2190684
191392,750072,1052264,1954115,2256175
191424,782544,1520535,1770687
191684,1055933
168641,195605
195611,2002036
196901
112037,197051,1132143
197053,1132143
197072,1443651
197428,2246496
198480,675821,1266584
198599,1708188
199425,621633
199552,1742936
200261,478516,606803
102584,107471,140740,153793,172351,200351,207571,225465,250868,253146,265987,282446,329564,375807,402013,402583,422175,433804,449760,455925,569748,573071,664860,668070,701071,722040,842195,847662,867339,870574,898587,905250,916072,929713,946894,947863,952983,971885,995477,1003819,1068003,1081598,1142014,1161546,1286408,1299230,1393257,1485880,1500076,1545355,1584174,1614647,1621433,1629511,1644975,1729161,1813783,1813901,1858731,1905629,1926537,1938396,1970413,1989529,2055568,2056923,2075123,2118314,2125978,2138632,2189205,2285400
200490,586553
200665,387189,483043
200693,637359,1675750
200956,1418469
201317,825980,1203854,2036969
201854,755484
203237,663123
203348,1186016,1545355
206138,983251
206277,1039808
89979,140740,153793,200351,207571,265987,282446,329564,402013,422175,447991,569748,626713,664860,680433,721294,722040,842195,867339,870574,898587,905250,914945,916072,933296,946894,947863,952983,995477,1054212,1068003,1075383,1142014,1161546,1286408,1354890,1362652,1485880,1500076,1584174,1614647,1615516,1621433,1629511,1644975,1729161,1905629,1938396,1945312,1970413,1989529,2055568,2075123,2118314,2125978,2138632,2231337,2234575,2285400
207715
208448
124573,210881
211524,1401750
212922,429361
213997,1810959
215273,574211
215729
216230,1039808
216349,446033,527674,1862875
216487,595061
216727,976851
216890,1456133
217338,1911193
112150,217379
219908,1684537
220507,316104,629631,814329,1996734,2229549
221084,1405995,1771836
221301,910400
222149,442567,724134
102584,177661,177665,177673,200351,225465,260365,265987,329564,482347,507969,547870,549141,617336,680433,722040,847662,867339,870574,881940,898587,929713,934958,947863,971885,1054212,1068003,1081598,1286408,1393257,1485880,1621433,1729161,1813783,1813901,1858731,1926537,1989529,2056923,2075123,2217839,2231337
225539,2188221
226858,880685
229417,1497913,2280406
229858,2279037
230150,1450187,1513726
230306,613719
230721,840802
234650,348371,486172,1109321,1565985,1621716
235633,799671
236918,327550
237284,1350693
237669,1948536
237694,1457448
238746,626142
238779,419027,568568,858522,885389,901555,1034990,1820625,1911193,2116073
239962
240135
240574,1248545
242144,786334,868730
243232,498873
243781,1100279
244023,1977862
244777,389883,885661,1090452,1240002
244795,910523
244922,1186016
245643,431049,685487,901604,1329042
247421
248021,1309537
249048,1003297
249286,767536,1039808,1718217
249297,1093203
249913,1694417
250712,1055322
200351,250868,265987,449760,664860
251286,1093203
251481,919821,1775507
251554,1410031
251586,408473,2284201
251978,929675
172351,200351,253146,282446,329564,375807,402013,402583,455925,569748,573071,664860,701071,722040,842195,847662,867339,870574,898587,905250,919234,929713,946894,947863,952983,971885,995477,1003819,1068003,1142014,1161546,1299230,1393257,1485880,1545355,1584174,1614647,1621433,1629511,1813783,1813901,1858731,1926537,1938396,2055568,2056923,2075123,2118314,2125978,2138632
253303,1096163
254860,411989
255039,561631,587828,718542
255873,494181,957523,982813
256367,272372
105330,256776,324131,725052,754479,1029441,1885017
258650,2169218
258661,397689
225465,260365,617336,680433,881940,947863,1485880
262237
262256,1190345
262495,753714
262762,2106283
262826,1328669
263487,1413355
264225,354673
264341,750371
264395,762313
265508,1337655
89979,102584,136427,140740,153793,200351,207571,225465,250868,265987,268001,282446,329564,388070,402013,422175,447991,449760,455925,494181,569748,586358,626713,636598,664860,680433,722040,789555,842195,867339,870574,898587,905250,914945,916072,933296,946894,947863,952983,995477,1054212,1068003,1070540,1075383,1081598,1142014,1161546,1186016,1211735,1286408,1354890,1362652,1485880,1500076,1584174,1614647,1615516,1621433,1629511,1644975,1729161,1905629,1938396,1945312,1970413,1989529,2055568,2075123,2118314,2125978,2138632,2217839,2231337,2234575,2262933,2285400
139339,266031,364837
265987,268001,494181,745544,916072,2262933
268540,644178
269280,1867090
269369,346762,388070,595704,1354890,1522249,1757800,2189205
269759,1453136,1506996,1791954,1946192
270396,1104030
256367,272372
273254,1093203
274263,725934,2054924
275407,424320,982413
275597,929675,1286408
277570,1463597
278611,569793
279064,702548,1657229,1970884
279263,1561635
279837
280509,962240
280873,1565258
282123,1988499
107471,153793,172351,200351,207571,253146,265987,282446,329564,375807,402013,402583,422175,433804,455925,537449,569748,573071,664860,701071,722040,842195,847662,867339,870574,898587,905250,916072,929713,933296,946894,947863,952983,971885,995477,1003819,1068003,1075383,1142014,1161546,1286408,1299230,1354890,1362652,1393257,1485880,1500076,1545355,1584174,1614647,1621433,1629511,1644975,1813783,1813901,1858731,1905629,1926537,1938396,1945312,1970413,1989529,2055568,2056923,2075123,2118314,2125978,2138632,2164182,2234575,2285400
282687,1273711
283008,2128138
283462,1008120
283491,1094931
283951,1027926,2025628
284013,541718,1988513
284914,1627732
284944,893433
285095,340015
286664,592637,1485494
286787,1223888
287565,805217
290432,827976,1294630
291514,1389850
292815
293527,976667
294174,2109033
294270,1035102
294876,1186016,1545355
295203,1513726
296551,2165884
296812,953866,1430231
